Date/Time,LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (°)
07 01 2018 00:50,3083.24389648437,11.3975801467895,3395.46943189971,194.147903442382
07 01 2018 01:00,2770.94897460937,10.6016798019409,3112.90061114413,195.495803833007
07 01 2018 01:10,2660.31689453125,10.4283504486083,3030.93349488264,196.068801879882
07 01 2018 01:20,2693.02001953125,10.4785404205322,3055.4943266695,195.796600341796
07 01 2018 01:30,2655.57104492187,10.4605903625488,3046.78884526346,196.849700927734
07 01 2018 01:40,2745.89794921875,10.5184001922607,3074.51600760136,199.235000610351
07 01 2018 01:50,3073.59106445312,11.2734804153442,3360.68926187746,201.968200683593
07 01 2018 02:00,3117.30810546875,11.337739944458,3379.09503784349,201.414993286132
07 01 2018 02:10,3298.27001953125,11.7737197875976,3482.29306652418,201.871398925781
07 01 2018 02:20,3182.29711914062,11.4367504119873,3405.79444430122,201.573501586914
07 01 2018 02:30,3299.02490234375,11.8842697143554,3502.79590862354,201.634902954101
07 01 2018 02:40,3478.10205078125,12.2932500839233,3560.36273806048,204.533401489257
07 01 2018 02:50,3583.7900390625,12.3227996826171,3563.45631126688,206.103393554687
07 01 2018 03:00,3578.458984375,12.3067798614501,3561.79642940007,204.31069946289
07 01 2018 03:10,3585.97900390625,12.2903099060058,3560.04731774278,205.760604858398
07 01 2018 03:20,3603.32495117187,12.6814403533935,3590.20607103248,207.265502929687
07 01 2018 03:30,3603.59301757812,12.7150297164916,3591.7170686405,206.649993896484
07 01 2018 03:40,3602.94995117187,12.8583498001098,3596.30878476354,205.007400512695
07 01 2018 03:50,3602.7958984375,12.8152704238891,3595.24246803024,206.70669555664
07 01 2018 04:00,3597.19189453125,12.6083402633666,3586.33927490694,205.189102172851
07 01 2018 04:10,3584.74096679687,12.788459777832,3594.44314103479,204.666397094726
07 01 2018 04:20,3554.15087890625,13.15159034729,3600,203.108901977539
07 01 2018 04:30,3517.22509765625,13.1323900222778,3600,204.06379699707
07 01 2018 04:40,3476.65893554687,13.290880203247,3600,204.258697509765
07 01 2018 04:50,3455.76904296875,13.4888696670532,3600,202.626007080078
07 01 2018 05:00,3445.29809570312,13.6811304092407,3600,202.70750427246
07 01 2018 05:10,3425.47900390625,13.6672601699829,3600,204.087493896484
07 01 2018 05:20,3430.00390625,13.8324699401855,3600,208.616302490234
07 01 2018 05:30,3401.6220703125,13.8069896697998,3600,209.126998901367
07 01 2018 05:40,3396.7470703125,14.2731304168701,3600,208.649597167968
07 01 2018 05:50,3418.85693359375,14.6489896774291,3600,207.576293945312
07 01 2018 06:00,3443.59692382812,15.1506099700927,3600,210.009994506835
07 01 2018 06:10,3443.7099609375,15.4369401931762,3600,213.120407104492
07 01 2018 06:20,3432.080078125,16.0128192901611,3600,212.63459777832
07 01 2018 06:30,3497.419921875,15.967300415039,3600,210.270095825195
07 01 2018 06:40,3433.666015625,15.6508102416992,3600,208.504104614257
07 01 2018 06:50,3551.625,15.9864597320556,3600,208.541107177734
07 01 2018 07:00,3604.09497070312,15.9621801376342,3600,208.326095581054
07 01 2018 07:10,3604.24194335937,16.0505409240722,3600,207.599395751953
07 01 2018 07:20,3604.22998046875,15.8905296325683,3600,207.467300415039
07 01 2018 07:30,3604.3291015625,15.1679096221923,3600,207.737701416015
07 01 2018 07:40,3603.94506835937,14.3416595458984,3600,208.777099609375
07 01 2018 07:50,3603.94702148437,13.947130203247,3600,209.893295288085
07 01 2018 08:00,3600.10009765625,12.9632101058959,3597.78982972649,207.707794189453
07 01 2018 08:10,3112.61108398437,11.1084699630737,3309.40984471188,204.486206054687
07 01 2018 08:20,1956.96801757812,8.65490818023681,1924.34364735073,199.985000610351
07 01 2018 08:30,2000.22204589843,8.71010017395019,1959.04436869353,199.606796264648
07 01 2018 08:40,2430.9560546875,9.34918880462646,2371.08423661748,196.925796508789
07 01 2018 08:50,2407.56298828125,9.340181350708,2365.18752439002,196.522003173828
07 01 2018 09:00,2915.78295898437,10.4980602264404,3064.8626125016,200.578292846679
07 01 2018 09:10,2278.34399414062,9.22099685668945,2287.32085552218,203.960098266601
07 01 2018 09:20,2668.51293945312,10.0487003326416,2822.0126451438,206.732803344726
07 01 2018 09:30,2564.80004882812,9.79741287231445,2659.56715044599,210.112106323242
07 01 2018 09:40,2782.28491210937,10.4125995635986,3023.08405799115,207.98240661621
07 01 2018 09:50,3146.32495117187,11.1785898208618,3331.91833774705,204.647705078125
07 01 2018 10:00,2980.375,10.580659866333,3103.38365777467,206.189193725585
07 01 2018 10:10,2557.78393554687,9.9898338317871,2785.76474430177,203.639099121093
07 01 2018 10:20,2047.16394042968,8.75352954864501,1986.47554451713,202.914505004882
07 01 2018 10:30,2196.95190429687,9.24459171295166,2302.71032934782,207.583404541015
07 01 2018 10:40,2200.61206054687,9.26753520965576,2317.68796811762,210.328094482421
07 01 2018 10:50,2276.93896484375,9.46954345703125,2449.99312226342,206.792007446289
07 01 2018 11:00,2637.587890625,10.1066799163818,2856.66858292772,207.156005859375
07 01 2018 11:10,1743.10302734375,8.23743152618408,1668.75297305651,202.69839477539
07 01 2018 11:20,2817.93310546875,10.5110101699829,3071.02145108938,210.328399658203
07 01 2018 11:30,3442.73901367187,12.1753101348876,3546.61764374,212.470397949218
07 01 2018 11:40,3493.36499023437,12.2520704269409,3555.81889800552,209.517593383789
07 01 2018 11:50,3547.76293945312,12.2946796417236,3560.51560135205,209.890701293945
07 01 2018 12:00,3366.83203125,11.9962196350097,3521.36092941462,208.328399658203
07 01 2018 12:10,3396.95092773437,11.7542400360107,3478.45198968567,208.486404418945
07 01 2018 12:20,3177.4541015625,11.3312301635742,3377.26946207856,206.471496582031
07 01 2018 12:30,3021.46508789062,10.973349571228,3262.95120594368,205.32730102539
07 01 2018 12:40,2818.60107421875,10.6595602035522,3138.51721621778,205.21629333496
07 01 2018 12:50,3381.59301757812,11.6986503601074,3467.10808173157,207.000503540039
07 01 2018 13:00,3211.55297851562,11.3392601013183,3379.52008587565,206.055404663085
07 01 2018 13:10,3489.73291015625,12.2520303726196,3555.81434573033,207.78660583496
07 01 2018 13:20,3465.7900390625,12.0660104751586,3531.84366494837,208.919692993164
07 01 2018 13:30,3533.80004882812,13.0073499679565,3600,211.163192749023
07 01 2018 13:40,3549.3740234375,12.6450099945068,3588.37847601414,215.458694458007
07 01 2018 13:50,3524.89892578125,12.1731796264648,3546.34855563929,215.578704833984
07 01 2018 14:00,3567.97705078125,12.4578504562377,3575.84501872907,218.57209777832
07 01 2018 14:10,3497.77099609375,12.0568304061889,3530.51195874391,217.812606811523
07 01 2018 14:20,3399.96997070312,11.7204704284667,3471.62867718771,216.835494995117
07 01 2018 14:30,3456.76293945312,11.8707304000854,3500.40203499746,218.602600097656
07 01 2018 14:40,3412.9580078125,11.8345899581909,3493.85279771652,220.43440246582
07 01 2018 14:50,3450.40893554687,12.01070022583,3523.6040923075,219.792602539062
07 01 2018 15:00,3572.7109375,12.4129495620727,3572.0420509348,221.285995483398
07 01 2018 15:10,3537.44799804687,12.6691999435424,3589.61397967815,222.398696899414
07 01 2018 15:20,3568.71606445312,12.2835798263549,3559.320119254,221.196395874023
07 01 2018 15:30,3564.73193359375,12.2419900894165,3554.66508177921,222.118896484375
07 01 2018 15:40,3439.712890625,11.8069896697998,3488.69402651363,223.995895385742
07 01 2018 15:50,3512.09594726562,12.1055603027343,3537.41908152112,225.537902832031
07 01 2018 16:00,3585.02392578125,12.4044303894042,3571.28518099633,222.978805541992
07 01 2018 16:10,3582.32690429687,12.5458097457885,3582.39637811405,222.089706420898
07 01 2018 16:20,3445.82006835937,12.0763797760009,3533.33081963653,224.370895385742
07 01 2018 16:30,3274.91088867187,11.3714399337768,3388.40647420907,224.016693115234
07 01 2018 16:40,3483.32397460937,12.1169099807739,3538.97078320312,222.466903686523
07 01 2018 16:50,3596.4208984375,12.2651996612548,3557.29715241576,220.212707519531
07 01 2018 17:00,3557.9150390625,12.0430002212524,3528.47881592092,218.095901489257
07 01 2018 17:10,3453.73901367187,11.9379997253417,3511.9781327761,215.775802612304
07 01 2018 17:20,3303.15991210937,11.5950202941894,3444.42281016411,213.022094726562
07 01 2018 17:30,3371.38696289062,11.6739101409912,3461.87558735632,213.214004516601
07 01 2018 17:40,3377.57202148437,11.727029800415,3472.97042957095,212.623001098632
07 01 2018 17:50,3281.27490234375,11.5688695907592,3438.3763449521,213.051895141601
07 01 2018 18:00,3394.59106445312,11.8097801208496,3489.22180786845,214.248504638671
07 01 2018 18:10,3258.51000976562,11.5437402725219,3432.44199861304,214.555603027343
07 01 2018 18:20,3276.94799804687,11.4403896331787,3406.73807641005,215.434005737304
07 01 2018 18:30,3315.77587890625,11.4813604354858,3417.17960808345,215.022705078125
07 01 2018 18:40,3552.31005859375,12.0338697433471,3527.11881915655,215.880401611328
07 01 2018 18:50,3546.32299804687,12.0063695907592,3522.9369999733,215.720596313476
07 01 2018 19:00,3123.14892578125,11.0427198410034,3287.31739925169,213.560501098632
07 01 2018 19:10,3069.1669921875,11.0550003051757,3291.51715734511,214.028503417968
07 01 2018 19:20,3315.912109375,11.4532003402709,3410.03878751003,212.276794433593
07 01 2018 19:30,3573.51098632812,12.2717399597167,3558.02320267277,210.551300048828
07 01 2018 19:40,3527.712890625,12.5862197875976,3585.01178469118,210.216598510742
07 01 2018 19:50,3590.52490234375,12.727029800415,3592.21657632215,212.93310546875
07 01 2018 20:00,3503.59497070312,12.9809198379516,3597.88512149362,211.921600341796
07 01 2018 20:10,3382.55908203125,14.1083698272705,3600,212.48779296875
07 01 2018 20:20,3370.07495117187,14.6012201309204,3600,211.387603759765
07 01 2018 20:30,3394.9580078125,15.1826696395874,3600,212.263595581054
07 01 2018 20:40,3604.21411132812,15.3564100265502,3600,214.7958984375
07 01 2018 20:50,3604.24096679687,15.1582403182983,3600,215.748992919921
07 01 2018 21:00,3604.33203125,14.9669799804687,3600,218.268203735351
07 01 2018 21:10,3604.50805664062,14.4067096710205,3600,218.792297363281
07 01 2018 21:20,3604.56103515625,14.2118797302246,3600,218.171005249023
07 01 2018 21:30,3604.54711914062,13.9847202301025,3600,220.729904174804
07 01 2018 21:40,3604.38305664062,13.4862804412841,3600,221.921997070312
07 01 2018 21:50,3604.12890625,13.0798196792602,3600,222.470397949218
07 01 2018 22:00,3604.287109375,13.1934099197387,3600,223.336196899414
07 01 2018 22:10,3603.205078125,12.8150901794433,3595.23744259469,224.11799621582
07 01 2018 22:20,3602.81298828125,12.6363496780395,3587.91498538165,223.243301391601
07 01 2018 22:30,3558.3701171875,12.3882904052734,3569.82021608331,221.938201904296
07 01 2018 22:40,3476.10205078125,12.1008796691894,3536.77290262544,223.113204956054
07 01 2018 22:50,3372.68310546875,11.9339399337768,3511.30196077768,226.739196777343
07 01 2018 23:00,3068.22290039062,11.22589969635,3346.50265899236,226.811004638671
07 01 2018 23:10,3015.02905273437,11.0614900588989,3293.72287680554,224.732498168945
07 01 2018 23:20,3047.17309570312,11.1641302108764,3327.36458350701,225.690704345703
07 01 2018 23:30,2962.64892578125,10.8553104400634,3218.92820401867,224.608001708984
07 01 2018 23:40,2790.31494140625,10.4786396026611,3055.54218678788,224.000701904296
07 01 2018 23:50,2295.48291015625,9.44411754608154,2433.30720679679,224.035003662109
08 01 2018 00:00,2455.43310546875,9.76493740081787,2637.06850226041,225.210800170898
08 01 2018 00:10,2295.8310546875,9.52643013000488,2460.69025570803,228.274795532226
08 01 2018 00:20,2044.2080078125,8.95331096649169,2113.93694913283,227.766799926757
08 01 2018 00:30,2331.07495117187,9.6153917312622,2528.815336,226.071594238281
08 01 2018 00:40,2197.30395507812,9.34362888336181,2367.44427276864,225.679595947265
08 01 2018 00:50,1840.80004882812,8.62123870849609,1903.26692017697,224.659103393554
08 01 2018 01:00,1699.48999023437,8.44295120239257,1792.93299020335,222.849197387695
08 01 2018 01:10,1823.83898925781,8.82207202911376,2029.9808221173,222.101806640625
08 01 2018 01:20,1623.54699707031,8.23676109313964,1668.35371705111,224.669601440429
08 01 2018 01:30,1590.36901855468,8.10205554962158,1588.97011528174,226.072402954101
08 01 2018 01:40,1146.20703125,7.31379222869873,1163.74521710342,227.051605224609
08 01 2018 01:50,1054.23901367187,7.20322895050048,1110.16270638928,226.592300415039
08 01 2018 02:00,1164.52697753906,7.48626089096069,1250.85549654396,226.200805664062
08 01 2018 02:10,1335.33996582031,7.81946897506713,1428.37129426591,226.717895507812
08 01 2018 02:20,1375.11999511718,7.86830806732177,1455.50816323315,227.007507324218
08 01 2018 02:30,1271.40698242187,7.61955595016479,1320.24529224406,227.582794189453
08 01 2018 02:40,1082.958984375,7.12655115127563,1073.98983794051,229.085693359375
08 01 2018 02:50,908.012023925781,6.81983518600463,936.905672185882,232.669296264648
08 01 2018 03:00,835.461181640625,6.59294891357421,842.831293258851,232.30369567871
08 01 2018 03:10,880.546875,6.64773797988891,865.003454012497,230.638000488281
08 01 2018 03:20,997.579284667968,7.08314418792724,1053.86054819126,227.792297363281
08 01 2018 03:30,1049.57800292968,7.20052289962768,1108.87255728735,227.925201416015
08 01 2018 03:40,980.816223144531,7.0687198638916,1047.22625957139,227.864501953125
08 01 2018 03:50,1182.59497070312,7.40222597122192,1207.85936219855,231.906295776367
08 01 2018 04:00,1280.96496582031,7.67217397689819,1348.22805443633,229.23030090332
08 01 2018 04:10,1484.2919921875,8.08817768096923,1580.88955433583,228.404693603515
08 01 2018 04:20,1377.21997070312,7.75643920898437,1393.75800235258,228.742797851562
08 01 2018 04:30,1241.48205566406,7.6933741569519,1359.6008294995,222.001495361328
08 01 2018 04:40,1192.24304199218,7.67248916625976,1348.39672700694,218.83479309082
08 01 2018 04:50,1151.32299804687,7.45335006713867,1233.8893576648,223.342498779296
08 01 2018 05:00,1114.97497558593,7.3307499885559,1172.11634935208,228.24070739746
08 01 2018 05:10,1033.32800292968,7.10269498825073,1062.89617404662,230.649002075195
08 01 2018 05:20,936.516174316406,6.83954381942749,945.363285934324,230.567092895507
08 01 2018 05:30,895.637573242187,6.88702392578125,965.931388414658,227.139999389648
08 01 2018 05:40,806.932312011718,6.40526294708251,769.428839811698,231.465606689453
08 01 2018 05:50,512.889221191406,5.74400520324707,542.008669268605,232.373992919921
08 01 2018 06:00,544.71337890625,5.8845100402832,586.715451436116,232.159896850585
08 01 2018 06:10,515.789123535156,5.81726884841918,565.068724991475,230.086807250976
08 01 2018 06:20,642.652282714843,6.25165891647338,712.22884629654,226.62319946289
08 01 2018 06:30,693.765014648437,6.35460901260375,750.283362304871,221.721694946289
08 01 2018 06:40,537.719970703125,5.96319484710693,612.64571915807,213.627807617187
08 01 2018 06:50,836.309692382812,6.88886785507202,966.735704773164,221.828094482421
08 01 2018 07:00,1078.05200195312,7.52799892425537,1272.40700229058,218.547393798828
08 01 2018 07:10,802.5380859375,6.67514705657958,876.224113186737,213.604507446289
08 01 2018 07:20,743.912719726562,6.48543882369995,800.306881666593,216.977996826171
08 01 2018 07:30,816.611572265625,6.69021701812744,882.430266096937,203.376007080078
08 01 2018 07:40,623.004516601562,5.94731092453002,607.358457810227,187.865798950195
08 01 2018 07:50,611.038818359375,6.12742090225219,667.822725509141,183.399093627929
08 01 2018 08:00,361.319213867187,5.20006608963012,386.712943890912,182.637802124023
08 01 2018 08:10,226.39370727539,4.57161521911621,237.3140445412,186.234603881835
08 01 2018 08:20,146.218399047851,3.94353508949279,117.413800072104,191.265197753906
08 01 2018 08:30,137.799392700195,4.14152479171752,149.732104669919,200.311798095703
08 01 2018 08:40,107.595703125,3.78633403778076,90.6283867267921,205.370498657226
08 01 2018 08:50,148.783004760742,4.16529893875122,154.315604681741,201.912506103515
08 01 2018 09:00,183.456298828125,4.17917108535766,157.002906646509,200.908294677734
08 01 2018 09:10,288.246612548828,4.84546518325805,298.92334018101,189.742202758789
08 01 2018 09:20,390.323608398437,5.18456888198852,382.670104226606,183.861099243164
08 01 2018 09:30,320.636810302734,4.80688095092773,289.93548522862,186.389007568359
08 01 2018 09:40,244.877502441406,4.47981309890747,217.738996972004,174.302597045898
08 01 2018 09:50,133.552795410156,3.71515607833862,79.8008518176102,177.809204101562
08 01 2018 10:00,8.48479557037353,2.79178595542907,0,176.25259399414
08 01 2018 10:10,77.4435501098632,3.67429208755493,73.9509323488928,184.071701049804
08 01 2018 10:20,112.107902526855,3.95833992958068,120.14011139688,178.489105224609
08 01 2018 10:30,26.9242706298828,2.92746710777282,0,185.042404174804
08 01 2018 10:40,86.6248931884765,3.94684290885925,118.01989260806,198.244796752929
08 01 2018 10:50,162.05110168457,4.36317777633666,193.58701570841,188.377395629882
08 01 2018 11:00,12.8200101852416,2.89745903015136,0,198.296997070312
08 01 2018 11:10,17.8495807647705,2.73226690292358,0,209.011199951171
08 01 2018 11:20,30.3608703613281,3.25482392311096,29.3491840827237,204.083694458007
08 01 2018 11:30,14.2178802490234,2.82269597053527,0,195.323303222656
08 01 2018 11:40,193.079498291015,4.30862092971801,182.552626991441,195.195602416992
08 01 2018 11:50,92.2833023071289,3.4912850856781,51.0300055744783,210.640396118164
08 01 2018 12:00,130.725692749023,4.13673210144042,148.811441303007,218.119003295898
08 01 2018 12:10,127.670501708984,4.05988597869873,134.19883489298,217.671203613281
08 01 2018 12:20,89.9303131103515,3.79051804542541,91.2900798650708,202.414306640625
08 01 2018 12:30,66.0755386352539,3.73312807083129,82.4582397258673,187.834899902343
08 01 2018 12:40,19.8015899658203,3.0239450931549,16.8121123798528,189.241592407226
08 01 2018 12:50,39.0055503845214,3.44600105285644,46.1853888233309,184.698104858398
08 01 2018 13:00,2.42646193504333,2.68987894058227,0,201.684906005859
08 01 2018 13:10,98.4567184448242,3.87010908126831,104.410675665033,192.127197265625
08 01 2018 13:20,15.6660099029541,2.73578095436096,0,187.304000854492
08 01 2018 13:30,0,2.23693299293518,0,199.299606323242
08 01 2018 13:40,0,2.11881899833679,0,199.848495483398
08 01 2018 13:50,0,1.67340004444122,0,221.875595092773
08 01 2018 14:00,0,2.41870689392089,0,229.630493164062
08 01 2018 14:10,1.7716679573059,2.90417003631591,0,218.618896484375
08 01 2018 14:20,0,2.14558410644531,0,206.27490234375
08 01 2018 14:30,0,2.20190501213073,0,213.91990661621
08 01 2018 14:40,0,3.06605601310729,18.4628641688441,229.633102416992
08 01 2018 14:50,0,3.32571196556091,34.9098456587135,231.98680114746
08 01 2018 15:00,0,3.61961102485656,66.5409785653146,241.085800170898
08 01 2018 15:10,0,2.97125792503356,0,242.982604980468
08 01 2018 15:20,0,2.9541540145874,0,242.189804077148
08 01 2018 15:30,0,3.22154402732849,27.0159493581059,221.537796020507
08 01 2018 15:40,0,3.01287102699279,16.4251259306375,215.676803588867
08 01 2018 15:50,0,3.73492193222045,82.7263215477469,220.32859802246
08 01 2018 16:00,0,4.2164077758789,164.263932669198,220.930099487304
08 01 2018 16:10,0,4.71121215820312,268.094764795949,216.975204467773
08 01 2018 16:20,0,4.46926593780517,215.522520860867,225.325607299804
08 01 2018 16:30,0,4.82365322113037,293.82955729811,235.091796875
08 01 2018 16:40,0,4.23133277893066,167.193987115739,225.234893798828
08 01 2018 16:50,277.532409667968,5.12796401977539,368.069542326845,216.680892944335
08 01 2018 17:00,498.325805664062,5.8798279762268,585.193006848401,217.419799804687
08 01 2018 17:10,497.795684814453,5.92994403839111,601.608256763794,215.616394042968
08 01 2018 17:20,642.541198730468,6.42752695083618,777.932509197225,211.147003173828
08 01 2018 17:30,791.889099121093,6.8797698020935,962.771196464573,209.386001586914
08 01 2018 17:40,923.550415039062,7.12182998657226,1071.78840371697,207.36619567871
08 01 2018 17:50,745.82177734375,6.65931701660156,869.733126342613,208.666595458984
08 01 2018 18:00,669.584777832031,6.35085391998291,748.875180068651,208.448104858398
08 01 2018 18:10,470.020385742187,5.62842988967895,506.715096940633,210.787200927734
08 01 2018 18:20,294.446502685546,4.92984008789062,318.948852554693,211.142501831054
08 01 2018 18:30,354.183197021484,5.17898178100585,381.217397851507,217.801498413085
08 01 2018 18:40,500.369689941406,5.78035593032836,553.382472863037,218.248001098632
08 01 2018 18:50,590.555480957031,6.14851522445678,675.245956863479,218.565307617187
08 01 2018 19:00,629.811401367187,6.30530500411987,731.915762626345,219.520202636718
08 01 2018 19:10,757.283813476562,6.66071510314941,870.305241279626,219.86180114746
08 01 2018 19:20,602.48828125,6.31443309783935,735.296474335574,220.553604125976
08 01 2018 19:30,533.901184082031,6.23330211639404,705.563433068354,224.564498901367
08 01 2018 19:40,748.956909179687,6.82935810089111,940.986434137226,218.196197509765
08 01 2018 19:50,750.776306152343,6.81999921798706,936.975871127702,215.102493286132
08 01 2018 20:00,626.78662109375,6.46189498901367,791.166082378901,218.555206298828
08 01 2018 20:10,637.128112792968,6.37561178207397,758.187782126371,219.336303710937
08 01 2018 20:20,608.616882324218,6.36230897903442,753.175686151176,215.642700195312
08 01 2018 20:30,786.057922363281,6.75973987579345,911.403113546454,217.374801635742
08 01 2018 20:40,1149.30895996093,7.76267290115356,1397.16037494418,215.530700683593
08 01 2018 20:50,1129.14501953125,7.60681200027465,1313.52104064795,216.063903808593
08 01 2018 21:00,1030.68005371093,7.29638814926147,1155.1965701908,217.398300170898
08 01 2018 21:10,1081.78503417968,7.30588102340698,1159.853983213,222.517395019531
08 01 2018 21:20,1120.73095703125,7.36867523193359,1190.98849253092,215.860198974609
08 01 2018 21:30,980.27587890625,7.12195110321044,1071.84484225962,213.066497802734
08 01 2018 21:40,1001.13397216796,7.10496520996093,1063.94863998677,218.315994262695
08 01 2018 21:50,1106.28601074218,7.35841703414916,1185.86321859532,221.91079711914
08 01 2018 22:00,1000.24298095703,7.01037502288818,1020.66609709867,230.510299682617
08 01 2018 22:10,1003.40100097656,7.05138111114501,1039.2873395375,234.936798095703
08 01 2018 22:20,898.275329589843,6.78550815582275,922.285832107247,240.598495483398
08 01 2018 22:30,770.737182617187,6.54470920562744,823.590681338284,244.138397216796
08 01 2018 22:40,557.701293945312,6.00343084335327,625.150975604153,246.496002197265
08 01 2018 22:50,473.470001220703,5.90165185928344,592.308911113474,242.158493041992
08 01 2018 23:00,428.976898193359,5.64671182632446,512.211157560185,240.082107543945
08 01 2018 23:10,363.795288085937,5.30948877334594,415.828667113753,244.591094970703
08 01 2018 23:20,356.798095703125,5.36895513534545,432.080476750495,247.113006591796
08 01 2018 23:30,349.776794433593,5.34526681900024,425.569764135721,244.312805175781
08 01 2018 23:40,361.344787597656,5.43312978744506,449.967598354525,247.196502685546
08 01 2018 23:50,347.205993652343,5.37945890426635,434.983171083381,246.84309387207
09 01 2018 00:00,248.946304321289,4.91777801513671,316.054326055266,241.682205200195
09 01 2018 00:10,281.934387207031,5.0394639968872,345.754104355421,245.596801757812
09 01 2018 00:20,314.634796142578,5.16960382461547,378.784760454481,247.387100219726
09 01 2018 00:30,368.497009277343,5.49044513702392,466.255468634045,251.276000976562
09 01 2018 00:40,325.626312255859,5.23074007034301,394.773496903952,252.167007446289
09 01 2018 00:50,232.675399780273,4.78510189056396,284.908259585866,249.249099731445
09 01 2018 01:00,269.162994384765,4.98173284530639,331.524614496799,244.479400634765
09 01 2018 01:10,386.174285888671,5.47327995300292,461.346144173684,246.654296875
09 01 2018 01:20,405.579406738281,5.57107591629028,489.680455768742,245.837005615234
09 01 2018 01:30,445.024810791015,5.69682121276855,527.441713327122,252.986602783203
09 01 2018 01:40,458.111694335937,5.65797805786132,515.614183991986,255.755294799804
09 01 2018 01:50,460.821502685546,5.67655706405639,521.253004425342,263.788604736328
09 01 2018 02:00,487.211791992187,5.79694509506225,558.617314508017,263.54019165039
09 01 2018 02:10,510.562896728515,5.92870712280273,601.199931062514,266.451507568359
09 01 2018 02:20,489.981414794921,5.89434003829956,589.919269143321,267.302795410156
09 01 2018 02:30,425.515014648437,5.60818719863891,500.667046881675,265.385589599609
09 01 2018 02:40,356.311706542968,5.39245796203613,438.588902055658,268.821014404296
09 01 2018 02:50,369.534698486328,5.32672405242919,420.507406652905,267.62548828125
09 01 2018 03:00,365.860290527343,5.32739114761352,420.689013479746,271.970306396484
09 01 2018 03:10,206.954498291015,4.63158512115478,250.383420625632,269.891387939453
09 01 2018 03:20,172.018600463867,4.4720139503479,216.099379191398,267.796813964843
09 01 2018 03:30,109.579696655273,4.12256383895874,146.096239315788,266.558807373046
09 01 2018 03:40,122.648300170898,4.17529821395874,156.251697540649,265.928588867187
09 01 2018 03:50,132.977905273437,4.21770286560058,164.517731767476,267.206512451171
09 01 2018 04:00,126.823196411132,4.20879983901977,162.774725536879,269.709106445312
09 01 2018 04:10,100.510101318359,4.02081584930419,126.874376174122,264.334411621093
09 01 2018 04:20,187.758499145507,4.53145885467529,228.688332461392,261.125396728515
09 01 2018 04:30,290.881408691406,5.00768709182739,337.890311193023,261.41958618164
09 01 2018 04:40,223.460800170898,4.5891900062561,241.120642756572,274.59228515625
09 01 2018 04:50,84.9616012573242,3.86153411865234,102.94837480504,272.220489501953
09 01 2018 05:00,20.5523796081542,3.05612611770629,18.0480470537041,285.959991455078
09 01 2018 05:10,5.91807079315185,2.91425204277038,0,297.619598388671
09 01 2018 05:20,1.38660299777984,2.5460889339447,0,297.972412109375
09 01 2018 05:30,0,2.37708401679992,0,307.843505859375
09 01 2018 05:40,0,3.24492597579956,28.6367299152953,307.813995361328
09 01 2018 05:50,7.47173118591308,2.9733989238739,0,322.192199707031
09 01 2018 06:00,0,2.47292494773864,0,325.053985595703
09 01 2018 06:10,0,3.08849692344665,19.4584379870548,340.953704833984
09 01 2018 06:20,0,3.20795798301696,26.1143772725818,342.626007080078
09 01 2018 06:30,0,3.52425694465637,54.7638497506387,345.817413330078
09 01 2018 06:40,0,3.19688391685485,25.4013474766443,351.769897460937
09 01 2018 06:50,0,3.27862906455993,31.1268625153216,355.671295166015
09 01 2018 07:00,0,3.01348710060119,16.4461393698484,349.52359008789
09 01 2018 07:10,0,2.59744405746459,0,350.961486816406
09 01 2018 07:20,0,2.81181192398071,0,351.395294189453
09 01 2018 07:30,0,2.49568605422973,0,5.53817415237426
09 01 2018 07:40,0,3.06682205200195,18.4955205947626,17.8292007446289
09 01 2018 07:50,0,3.16240906715393,23.3072265564306,25.9432792663574
09 01 2018 08:00,0,2.50178408622741,0,14.1450901031494
09 01 2018 08:10,0,2.29103994369506,0,43.7113990783691
09 01 2018 08:20,0,2.344810962677,0,54.2325782775878
09 01 2018 08:30,0,3.03511595726013,17.2223610686679,66.5131607055664
09 01 2018 08:40,0,3.58410096168518,61.98514544925,76.8080215454101
09 01 2018 08:50,0,3.27041292190551,30.5030653676549,83.9067764282226
09 01 2018 09:00,0,1.99019300937652,0,50.2056503295898
09 01 2018 09:10,0,2.80162405967712,0,68.534309387207
09 01 2018 09:20,0,3.27508807182312,30.8566940790888,55.1188201904296
09 01 2018 09:30,0,3.21482610702514,26.5664559255711,57.9102210998535
09 01 2018 09:40,0,3.13081002235412,21.554821671195,71.8594512939453
09 01 2018 09:50,0,2.93974804878234,0,80.2034530639648
09 01 2018 10:00,0,3.24673509597778,28.7657796782623,65.5958709716796
09 01 2018 10:10,0,2.87190890312194,0,70.3349685668945
09 01 2018 10:20,0,2.6297481060028,0,58.1611289978027
09 01 2018 10:30,0,3.08563089370727,19.3268005952013,63.8780403137207
09 01 2018 10:40,0,3.20629096031188,26.0057875544926,73.5879821777343
09 01 2018 10:50,0,3.41904306411743,43.4571452185519,81.4942932128906
09 01 2018 11:00,30.5694904327392,3.47389888763427,49.1311768603773,76.3183898925781
09 01 2018 11:10,6.34918403625488,3.36066699028015,37.9477979191843,77.7839736938476
09 01 2018 11:20,1.07666599750518,3.74831509590148,84.7441216891721,78.5811614990234
09 01 2018 11:30,58.0236701965332,4.00967407226562,124.798210059004,69.0193328857421
